,static,sentence
2019,上罩支架,"上罩支架断裂。,支架断裂,检查发现发动机支架断裂"
2020,推拉软轴,"软轴沉,软轴内部磨损。拉着沉,软轴内损坏"
2021,换档软轴,"挂不进档,跳档,变速箱档位拉线位置偏差导致跳档，调整拉线后工作正常"
2022,螺栓,"蓝屏,升降总成掉落,螺丝掉落"
2023,雨刮总成,"雨刮器失灵,雨刮器失灵，雨刮片掉到右侧玻璃上,螺丝松动，紧固后正常"
2024,换档软轴,"机车挂不进挡,机车挂不进挡,检查为操作软轴间隙过大导致挂不到位，调整软轴接头上的调整叉间隙后，故障排除"
2025,风扇,"风扇断裂,风扇断裂,因质量原因导致断裂"
2026,前传动轴及支承总成,"传动支撑损坏,传动轴摆动,正常磨损"
2027,下铰接螺栓,"交接螺丝断,铰接螺栓断裂,断裂"
2028,气制动阀总成,"脚制动阀漏气,行车制动阀漏气,更换制动阀"
2029,空调继电器,"空调故障,空调无法打开,继电器接触不良"
2030,气管接头,"机车漏气,机车漏气,检查为组合阀管头松动，导致漏气，重新装好气管后故障排除"
2031,雨刮总成,"雨刮器不工作,雨刮片老是划过头,雨瓜片固定螺丝松动，导致雨刮片坐滑牙"
2032,气管接头,"漏气,客户来电反应制动效果不好，用一会车就没有气了,管路接头松动"
2033,上罩支架,"上罩断裂,断裂,断裂,"
2034,液位计,"漏油,外部漏油,液位计坏"
2035,O型圈,"漏油,该机在工作中液压油回油钢管至散热器软管靠回油钢管一侧接头处有液压油漏出,该机在工作中液压油回油钢管至散热器软管靠回油钢管一侧接头处有液压油漏出的原因是因为O型圈损坏密封不严所致！"
2036,刹车管,"漏刹车油,无刹车，,刹车油杯无盖，内被土掩"
2037,加力器,"前加力器异响，,刹车不好，,加力器压力不够，内部损坏，跟换加力器后排放空气，试车正常，"
2038,气制动阀总成,"气制动阀间隙过大,制动阀漏气,气制动阀内部损坏，跟换后试车正常"
2039,油管接头,"转斗黄油管接头损坏,转斗黄油管接头损坏,转斗黄油管接头损坏"
2040,推拉软轴,"侧翻，转斗，动臂操作重,侧翻，转斗，动臂操纵杆紧,操纵软轴干涉发卡"
2041,液位计,"液压油箱油尺漏油,液压油箱液位计漏油,液压油箱液位计油封不封油"
2042,工作泵,"工作泵有异响,发动车工作泵处有异响,工作泵异响"
2043,按钮阀,"前桥异响,紧急制动阀漏气,紧急制动阀漏气"
2044,下铰接螺栓,"下铰接销脱落,下铰接销脱落,下铰接螺栓松动断裂"
2045,液位计,"传动轴脱落,中间传动轴脱落,输出法兰螺丝断裂导致"
2046,工作泵,"举臂慢，无力,机车举臂无力,检查为齿轮泵内部漏泄，导致举臂无力，更换齿轮泵后，故障排除"
2047,喇叭,"机车漏气,喇叭不响,检查为喇叭失效导致不响，更换喇叭后故障排除"
2048,加力器,"前轮没刹车,用户反映，加力器油杯喷油,更换新的加力器，再试，故障排除"
2049,风扇,"风扇烂,用户反馈该机发动机风扇烂了，,维修更换发动机风扇后，故障排除，整机工作正常"
2050,前传动轴及支承总成,"行走传动轴有异响,行车传动轴有异响,传动轴法兰磨损间隙过大"
2051,油门踏板,"油门不回位,油门踏板不回位,油门踏板发卡"
2052,空调压缩机,"空调无法使用,空调不制冷，,新压缩机损坏，储液罐有堵塞现象，必须更换所有压缩机和储液罐，空调所有管路也必须更换，防止再堵塞，压力开关有接触不良情况需要更换，防止二次维修"
2053,压缩机皮带,"装载机工作时异响,装载机工作时异响,压缩机皮带松"
2054,螺栓,"装载机工作时气压上不来,装载机气打不上来,装载机气管螺丝松动造成"
2055,O型圈,"铲车漏油,转向泵漏油,密封圈损坏"
2056,下铰接螺栓,"下铰接销底部固定螺栓断裂。,下铰接销紧固螺栓断裂脱落,紧固螺栓断裂脱落"
2057,油门踏板,"跟换油门踏板,油门踏板损坏,油门踏板损坏"
2058,推拉软轴,"无档位,用户反应小臂拉线沉重,推拉软轴位置改变，导致拉线沉重"
2059,螺栓,"转向油缸处漏油,转向油缸漏油,转向油缸油管螺栓松动"
2060,O型圈,"漏油销轴磨损异响,漏油,O型圈损坏更换"
2061,放水阀,"刹车不灵。,刹车不灵，刹车软,空气罐排水阀损坏，不能排水，导致气少，刹车不灵"
2062,螺栓,"发动机中速异响,发动机加油门异响，检查发动机油位正常，外部检查发现排气管底座固定螺丝松动，脱落，安装螺栓紧固后试车正常,排气管底座固定螺丝松动"
2063,推拉软轴,"小臂拉线损坏，雨刮损坏,小臂软轴紧,干涩"
2064,雨刮总成,"小臂拉线损坏，雨刮损坏,雨刮损坏,损坏"
2065,工作泵,"大臂起的慢、没劲,大臂起的慢、没劲,齿轮泵漏油"
2066,空调继电器,"空调不凉,空调不凉,更换新的继电器  故障解除"
2067,螺栓,"漏油,流量放大阀外部管路接头渗油,松动"
2068,螺栓,"漏气,漏气,固定紧螺母后试车正常"
2069,O型圈,"漏油,漏油,更换o型圈后试车正常"
2070,O型圈,"漏油,动臂钢管与胶管接头处漏油,接头处o型圈损坏"
2071,气管接头,"打不起气,打不起气，无刹车,打气泵出口处管接头螺丝松动漏气导致气压不足，紧固管接头螺丝处理后工作正常"
2072,组合阀,"漏气,组合阀漏气,组合阀漏气，更换组合阀后机子正常。"
2073,空调继电器,"机子空调风扇关不了。,机子电锁关电后，空调冷凝器风扇一直在转，关总电源开关才停。,继电器内部触点不会断开导致。"
2074,动臂缸大小腔软管,"油管漏油,漏油,更换油管后整机工作正常。"
2075,气管接头,"刹车打气慢,经现场检查发现气压上升慢,制动气压打得慢是因为行车制动阀进气管接头处漏气导致打气慢，现场拆开管子后更换新组合垫并安装气管到位后试机正常"
2076,O型圈,"车辆分配阀管路漏油,更换0型圈后试车正常,更换0型圈后试车正常"
2077,前传动轴及支承总成,"前传动轴损坏,前传动轴断裂,质量问题"
2078,油管接头,"漏油,漏油,管路接头松动导致漏油"
2079,按钮阀,"手刹漏气,漏气,漏气"
2080,气制动阀总成,"气制动阀漏气，,用户反应打气慢,气制动阀损坏，更换新件"
2081,空调压缩机,"空调不冷,空调不冷,空调压缩机损坏导致无空调     跟换新件后恢复正常"
2082,上罩支架,"更换支架，液压油位计漏油,支架断裂,钢管断裂"
2083,换档软轴,"档位不好画,该机档位不好挂，有点卡,该机档位不好挂，有点卡，经检查是变速操纵阀档位拉线位置调整不当，存在间隙偏差，造成挂档手柄不好挂档"
2084,风扇,"风扇损坏,发动机风扇断裂。,发动机风扇断裂"
2085,加力器,"前加力器不回油。,前刹时有时无,加力器损坏"
2086,加力器,"后轮刹车抱死。,后轮夹钳抱死,加力器损坏"
2087,风扇,"风扇叶损坏,损坏,损坏"
2088,下铰接螺栓,"下铰接销松脱，电子燃油泵不工作,下链接销松动,下铰接销紧固螺丝断裂，更换螺丝，故障排除"
2089,推拉软轴,"小臂不回位,动臂沉，转斗不回位,用刹车油清洗拉线货到更换"
2090,推拉软轴,"收斗不好用,客户反应收斗不好用,重新调整紧固后试车正常"
2091,加力器,"左前轮刹车温度高,加力器回油阀块卡死,加力器回油阀块卡死"
2092,O型圈,"漏油,该机漏油是因密封圈埙坏所致。,O形圈埙坏。,"
2093,左门锁,"门锁打不开,驾驶室门锁从外边打不开,卸开驾驶左室门锁紧固锁芯螺丝后试车正常"
2094,前传动轴及支承总成,"前传动轴损坏,整机前传动轴断裂变形！,更换后正常！"
2095,换档软轴,"档位操纵杆软轴损坏！,调整变速操纵阀软轴！,维修调整变速操纵软轴正常！"
2096,左门锁,"门锁不住,客户反应锁不上门,左门锁扣固定断裂，导致门锁不上。更换以后正常。"
2097,刹车管,"刹车油管漏油,刹车漏油,更换新的刹车油管后一切正常"
2098,前桥螺栓,"前桥螺栓断裂,前桥螺栓断裂,螺栓断裂。"
2099,风扇,"风扇叶断裂,风扇叶断裂,风扇叶断裂造成皮带断裂"
2100,加力器,"刹车不好,后加力器漏气,后加力器损坏"
2101,工作泵,"1，方向故障（空转），2，工作泵异响。,工作泵内泄  大臂无力,工作泵内泄、压力过低导致大臂无力"
2102,左门锁,"左门无法正常开关,客户反应门锁不能从驾驶室内打开,检查发现，左门内开手柄拉线脱落，把脱落拉线重新装好，故障排除"
2103,加力器,"刹车不好,加力器加油口冒油,加力器内部泄露"
2104,气管接头,"漏气,客户报修漏气,拆卸后发现组合垫损坏导致漏气，更换组合垫后试车正常。"
2105,雨刮总成,"雨刮臂不工作,雨刮臂不工作,紧固雨刮臂固定螺栓后试车正常"
2106,组合阀,"机子排气阀漏气,该机组合阀漏气,经检查组合阀内部损坏漏气，组合阀一直处于排气状态"
2107,油管接头,"方向盘震动大,该机震动大、是因先导阀接头空间隙大所致。,更换先导阀接头后试机正常。"
2108,O型圈,"漏油,该机在转斗油缸工作时会有油从转斗油缸进油管处漏出,经现场拆下该机漏油的油管发现O型圈已损坏，而O型圈的损坏导致密封不严所以液压油才从该管子接头处漏出！"
2109,螺栓,"后传动轴脱落,装载机后传动轴螺丝断裂脱落,后传动轴螺丝脱落以及断裂断裂，导致传动轴和后主传动器连接处法兰螺丝丝牙损坏"
2110,螺栓,"配重松动,客户反应机子做工时，配重晃动。,配重螺丝松松动。"
2111,组合阀,"漏气,漏气,经到现场检查发现组合阀损坏导致漏气，，经更换新组合阀后试车工作正常。"
2112,雨刮总成,"手刹不灵敏，液压油吸油软管渗油，雨刮器不动,用户反映雨刮器不动,用户反映雨刮器不动，检查发现螺丝松动，紧固后正常。"
2113,加力器,"前加力器不回油，无刹车。,用户反应改机前轮出现无刹车现象,经拆卸前加力气总成更换新加力气总成排除空气后试机，该机前轮杀车制动灵敏，故障排除"
2114,螺栓,"漏油,客户反应漏油,重新紧固后试车正常"
2115,加力器,"加力器损坏,没有刹车,损坏"
2116,气制动阀总成,"制动阀漏气,制动阀漏气,检查为制动阀内部密封不好，导致漏气，更换制动阀后故障排除"
2117,风扇,"维修发动机风扇损坏,发动机风扇损坏,发动机风扇损坏，导致有异响"
2118,喇叭,"喇叭不响,更换保险丝后，喇叭不响。,电喇叭失效"
2119,加力器,"漏油,用户反馈该机前轮刹车不灵，加力器缺少刹车油,维修更换前桥加力器后，故障排除。"
2120,推拉软轴,"大臂操纵杆回不到中位,该机大臂操纵杆回不到中位,拉线螺丝松动"
2121,工作灯,"驾驶证顶灯不亮,顶灯不亮,烧毁"
2122,螺栓,"门锁管不严,驾驶室左门锁晃动厉害,门锁质量问题"
2123,前桥螺栓,"前桥螺栓断,前桥螺栓断裂,前桥螺栓断裂"
2124,刹车管,"刹车油管断裂,自动夹钳管路断裂,断裂"
2125,螺栓,"流量放大阀外接油管固定螺丝断了|流量放大阀外接油管固定螺丝断了,流量放大阀外接油管固定螺丝断裂,螺丝断裂"
2126,气管接头,"脚制动阀漏气,脚制动阀漏气。,脚制动阀漏气"
2127,按钮阀,"按纽阀漏气,按钮阀排气空漏气。,按约上阀密封不严漏气。"
2128,螺栓,"变速箱冒油。,工作泵和变速泵接合处漏油,工作泵固定螺栓松动"
2129,空调继电器,"空调散热器持续运转，关不了。,空调散热器风扇不会停,继电器损坏"
2130,气管接头,"漏气，刹车不灵,气制动阀管头漏气，刹车不灵,损坏"
2131,喇叭,"喇叭不响,喇叭不响,损坏"
2132,螺栓,"漏油,前主传动漏油。,主传动安装螺丝松动。"
2133,螺栓,"异响,副车架销子螺丝掉了，销子退出来了。,副车架销子螺丝脱落，销子退出来了。"
2134,左门锁,"门锁钥匙丢了，换门锁,驾驶室门开不了,钥匙丢了"
2135,上罩,"后罩掉漆,损坏,损坏"
2136,螺栓,"座椅坏了锁不住,司机坐椅不稳往后昂,螺丝松动脱落"
2137,动臂缸大小腔软管,"液压油管漏油,客户反应油管漏油,更换软管后试车正常"
2138,上罩支架,"上罩支架断裂。,发动机机罩晃动大,发动机上罩支架断裂"
2139,油管接头,"挂挡手柄脱落,挂挡手柄脱落,装上挂挡手柄紧固螺丝，故障排除"
2140,左门锁,"左门锁打不开,驾驶室左门打不开,维修门锁后，门锁开关正常"
2141,左门锁,"门锁用钥匙锁不上,驾驶室左门锁损坏,锁芯损坏，更换新门锁后正常"
2142,组合阀,"整车无法行走,整车无法行走,质量问题"
2143,螺栓,"左门关不上。,该用户反应机器左门关不上。,左门门锁固定螺丝松动导致左门关不上。紧固螺丝后试机运转正常。"
2144,刹车管,"刹车油管漏油,油管漏油,漏油"
2145,O型圈,"液压管漏油,液压油散热器管路连接处漏油,管路O型圈失效"
2146,空调压缩机,"无空调,无空调,压缩机拉缸，皮带丢失"
2147,左门锁,"门锁开关故障,驾驶室门关不上,门锁卡滞，清洁调整位置后正常"
2148,空调压缩机,"空调不制冷,空调不制冷,空调压缩机损坏失效"
2149,空调压缩机,"空调不制冷,空调不制冷,压缩机不工作"
2150,风扇支架,"风扇支架断裂,风扇支架断裂,风扇支架断裂"
2151,手刹间隙,"挂档无反应,手刹不良,手刹间隙过大导致手刹不良，调整间隙后工作正常"
2152,螺栓,"挂档无反应,挂档无反应,档位抄作杆螺丝脱落导致挂不进档，现场紧固档位抄作杆后试机正常"
2153,气管接头,"车辆气压低，无法打死，车辆不能正常工作,用户报修车辆无法打气，走不了路,组合阀接头松动导致漏气"
2154,螺栓,"前传动轴脱落，铲斗磨损不一致,手刹脱落,螺丝断裂"
2155,放水阀,"发动机漏油,气瓶放水开关坏,漏气"
2156,油管接头,"流量放大阀漏油。,流量放大阀外接管路漏油,流量放大阀外接管路接头松动。"
2157,O型圈,"客户报修车辆漏液压油,客户报修车辆漏液压油,胶管密封圈损坏"
2158,左门锁,"驾驶室门，关不上,驾驶室门，锁不上，关不上,门锁卡死，现场维修涂抹润滑脂"
